46.00	22.00	40.00	28.00	97.00	31.00	44.00	56.00	82.00	54.00	89.00	98.00	83.00	267.00	190.00	79.00	55.00	84.00	104.00	121.00	80.00	54.00	80.00	136.00	59.00	44.00	47.00	39.00	59.00	83.00	75.00	58.00	58.00	53.00	36.00	29.00	82.00	30.00	22.00	68.00	35.00	29.00	45.00	40.00	22.00	55.00	25.00	27.00	15.00	29.00	41.00	16.00	42.00	16.00	16.00	60.00	17.00	8.00	37.00	13.00	18.00	11.00	12.00	63.00	19.00	20.00	69.00	15.00	25.00	60.00	23.00	23.00	23.00	51.00	36.00	26.00	16.00	20.00	32.00	64.00	18.00	19.00	14.00	66.00	44.00	29.00	23.00	23.00	26.00	38.00	26.00	31.00	25.00	21.00	27.00	13.00	23.00	48.00	59.00	71.00	39.00	136.00	57.00	48.00	47.00	63.00	17.00	24.00	10.00	20.00	19.00	14.00	24.00	19.00	11.00	13.00	5.00	18.00	20.00	8.00	18.00	33.00	18.00	41.00	28.00	94.00	18.00	46.00	30.00	28.00	24.00	32.00	56.00	111.00	124.00	103.00	87.00	119.00	84.00	182.00	181.00	204.00	146.00	191.00	139.00	124.00	47.00	40.00	38.00	50.00	53.00	43.00	42.00	40.00	21.00	24.00	20.00	26.00	44.00	20.00	29.00	35.00	41.00	13.00	14.00	32.00	19.00	21.00	12.00	26.00	48.00	16.00	13.00	33.00	13.00	30.00	74.00	7.00	15.00	20.00	7.00	20.00	24.00	27.00	15.00	28.00	27.00	15.00	17.00	11.00	16.00	15.00	184.00	9.00	35.00	22.00	21.00	8.00	28.00	21.00	37.00	34.00	11.00	13.00	33.00	16.00	19.00	12.00	16.00	17.00	10.00	24.00	30.00	11.00	24.00	13.00	5.00	15.00	13.00	10.00	24.00	10.00	15.00	2.00	8.00	3.00	15.00	11.00	32.00	8.00	2.00	9.00	3.00	7.00	12.00	6.00	19.00	26.00	6.00	15.00	4.00	7.00	13.00	15.00	10.00	11.00	32.00	11.00	1.00	13.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	1.00	1.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	1.00	0.00	2.00	0.00	0.00	2.00	0.00	1.00	1.00	0.00	1.00	0.00	0.00	0.00	1.00	1.00	0.00	1.00	1.00	2.00	2.00	2.00	2.00	1.00	3.00	0.00	1.00	0.00	2.00	1.00	2.00	0.00	1.00	0.00	0.00	0.00	2.00	1.00	1.00	3.00	5.00	1.00	5.00	0.00	3.00	0.00	3.00	5.00	3.00	1.00	1.00	1.00	4.00	2.00	5.00	2.00	5.00	2.00	1.00	1.00	1.00	3.00	8.00	14.00	26.00	35.00	15.00	37.00	30.00	21.00	9.00	8.00	19.00	20.00	25.00	7.00	3.00	9.00	12.00	5.00	16.00	27.00	33.00	13.00	9.00	19.00	21.00	31.00	25.00	44.00	48.00	109.00	66.00	77.00	35.00	74.00	196.00	235.00	223.00	129.00	70.00	63.00	22.00	12.00	21.00	41.00	30.00	20.00	53.00	13.00	19.00	19.00	10.00	15.00	12.00	29.00	57.00	35.00	34.00	26.00	23.00	42.00	35.00	27.00	44.00	22.00	41.00	86.00	20.00	33.00	33.00	22.00	19.00	13.00	12.00	18.00	6.00	17.00	14.00	20.00	22.00	11.00	6.00	29.00	3.00	6.00	25.00	7.00	9.00	22.00	14.00	3.00	16.00	8.00	24.00	26.00	18.00	10.00	15.00	7.00	19.00	9.00	16.00	30.00	9.00	27.00	8.00	10.00	11.00	13.00	9.00	11.00	15.00	13.00	18.00	11.00	12.00	15.00	13.00	13.00	4.00	11.00	3.00	15.00	12.00	6.00	5.00	9.00	12.00	3.00	37.00	9.00	3.00	4.00	13.00	5.00	3.00	6.00	19.00	2.00	5.00	6.00	3.00	9.00	2.00	4.00	3.00
19.00	13.00	25.00	21.00	35.00	19.00	29.00	30.00	33.00	23.00	31.00	45.00	32.00	72.00	189.00	102.00	26.00	11.00	29.00	34.00	32.00	21.00	15.00	11.00	28.00	10.00	10.00	14.00	4.00	67.00	22.00	186.00	167.00	216.00	143.00	119.00	118.00	97.00	260.00	43.00	100.00	33.00	100.00	15.00	47.00	35.00	179.00	92.00	24.00	40.00	17.00	14.00	25.00	20.00	10.00	19.00	19.00	19.00	30.00	35.00	24.00	48.00	20.00	17.00	14.00	13.00	53.00	65.00	22.00	46.00	70.00	26.00	35.00	15.00	24.00	34.00	18.00	9.00	7.00	13.00	23.00	6.00	14.00	16.00	5.00	9.00	11.00	9.00	14.00	9.00	4.00	16.00	17.00	6.00	5.00	2.00	8.00	9.00	7.00	10.00	11.00	23.00	19.00	13.00	31.00	3.00	31.00	56.00	23.00	59.00	31.00	22.00	65.00	47.00	47.00	31.00	41.00	38.00	24.00	32.00	16.00	21.00	26.00	34.00	18.00	86.00	17.00	20.00	42.00	15.00	29.00	38.00	46.00	144.00	186.00	125.00	179.00	236.00	156.00	250.00	287.00	306.00	239.00	292.00	231.00	227.00	94.00	148.00	35.00	68.00	94.00	61.00	43.00	42.00	50.00	42.00	55.00	86.00	39.00	81.00	164.00	59.00	130.00	22.00	76.00	29.00	48.00	74.00	50.00	96.00	39.00	184.00	41.00	42.00	33.00	56.00	34.00	29.00	44.00	54.00	40.00	60.00	30.00	32.00	33.00	26.00	91.00	26.00	21.00	15.00	26.00	20.00	36.00	34.00	46.00	15.00	51.00	10.00	28.00	21.00	13.00	77.00	27.00	41.00	21.00	14.00	21.00	47.00	24.00	28.00	26.00	29.00	32.00	67.00	24.00	20.00	18.00	16.00	46.00	32.00	15.00	79.00	17.00	20.00	25.00	27.00	18.00	8.00	48.00	16.00	8.00	35.00	6.00	84.00	15.00	16.00	14.00	26.00	23.00	10.00	51.00	11.00	15.00	10.00	7.00	13.00	8.00	10.00	14.00	19.00
0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00	5.00	4.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	1.00	3.00	2.00	0.00	1.00	1.00	1.00	1.00	2.00	0.00	0.00	0.00	0.00	4.00	7.00	0.00	0.00	3.00	3.00	1.00	4.00	3.00	1.00	0.00	1.00	3.00	2.00	3.00	2.00	1.00	1.00	1.00	3.00	2.00	7.00	1.00	1.00	4.00	3.00	2.00	2.00	3.00	1.00	1.00	3.00	4.00	2.00	1.00	0.00	5.00	4.00	3.00	1.00	2.00	1.00	3.00	7.00	2.00	3.00	6.00	6.00	14.00	3.00	5.00	7.00	8.00	9.00	6.00	8.00	5.00	12.00	5.00	4.00	5.00	7.00	18.00	10.00	17.00	8.00	21.00	13.00	8.00	7.00	4.00	17.00	32.00	21.00	25.00	26.00	27.00	37.00	39.00	91.00	40.00	108.00	121.00	77.00	79.00	203.00	242.00	81.00	141.00	136.00	135.00	173.00	152.00	158.00	71.00	128.00	89.00	96.00	93.00	82.00	184.00	174.00	169.00	146.00	223.00	267.00	246.00	170.00	127.00	224.00	201.00	165.00	119.00	119.00	81.00	71.00	56.00	58.00	65.00	25.00	23.00	34.00	39.00	63.00	40.00	54.00	104.00	24.00	51.00	61.00	140.00	28.00	50.00	63.00	55.00	31.00	43.00	50.00	20.00	38.00	21.00	17.00	42.00	29.00	27.00	38.00	52.00	24.00	41.00	58.00	19.00	82.00	29.00	71.00	15.00	34.00	35.00	13.00	34.00	35.00	21.00	41.00	23.00	48.00	27.00	22.00	19.00	66.00	30.00	21.00	22.00	20.00	43.00	25.00	33.00	41.00	19.00	14.00	28.00	39.00	10.00	27.00	28.00	42.00	24.00	11.00	27.00	17.00	26.00	25.00	6.00	24.00	17.00	79.00	8.00	22.00	12.00	34.00	32.00	26.00	14.00	17.00	13.00	17.00	9.00	8.00	7.00	17.00	15.00	11.00	36.00	5.00	10.00	9.00	19.00
0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	1.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	2.00	0.00	2.00	1.00	0.00	1.00	0.00	2.00	5.00	2.00	1.00	2.00	10.00	4.00	11.00	10.00	6.00	2.00	12.00	6.00	9.00	2.00	2.00	11.00	11.00	4.00	14.00	6.00	22.00	8.00	8.00	4.00	8.00	8.00	11.00	16.00	26.00	53.00	14.00	91.00	159.00	94.00	118.00	131.00	117.00	112.00	52.00	62.00	29.00	37.00	11.00	125.00	5.00	13.00	46.00	6.00	64.00	15.00	9.00	8.00	10.00	7.00	18.00	6.00	14.00	8.00	20.00	7.00	28.00	4.00	9.00	26.00	9.00	17.00	17.00	11.00	8.00	9.00	6.00	20.00	17.00	7.00	16.00	10.00	19.00	7.00	16.00	18.00	4.00	10.00	8.00	14.00	6.00	6.00	29.00	3.00	8.00	11.00	8.00	10.00	2.00	2.00	13.00	6.00	8.00	3.00	4.00	4.00	9.00	4.00	6.00	2.00	7.00	5.00	2.00	5.00	2.00	2.00	7.00	9.00	11.00	5.00	4.00	6.00	4.00	1.00	7.00	3.00	3.00	5.00	3.00	0.00	10.00	2.00	5.00	5.00	4.00	3.00	4.00	3.00	0.00	1.00	6.00	8.00	4.00	3.00	2.00	1.00	0.00	2.00	4.00	1.00	5.00
0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	1.00	1.00	3.00	0.00	0.00	1.00	4.00	1.00	0.00	1.00	0.00	2.00	1.00	1.00	0.00	2.00	2.00	1.00	1.00	1.00	0.00	5.00	8.00	4.00	6.00	10.00	5.00	16.00	8.00	8.00	2.00	5.00	3.00	9.00	5.00	0.00	3.00	3.00	5.00	8.00	2.00	3.00	1.00	15.00	5.00	19.00	10.00	17.00	14.00	16.00	21.00	43.00	18.00	106.00	89.00	91.00	110.00	86.00	143.00	129.00	44.00	321.00	23.00	94.00	15.00	39.00	16.00	44.00	12.00	69.00	9.00	11.00	12.00	17.00	15.00	29.00	8.00	18.00	8.00	12.00	12.00	6.00	9.00	8.00	16.00	9.00	14.00	4.00	9.00	17.00	7.00	7.00	2.00	15.00	11.00	176.00	1.00	10.00	5.00	11.00	9.00	7.00	4.00	3.00	13.00	6.00	13.00	6.00	10.00	10.00	5.00	11.00	7.00	5.00	11.00	3.00	9.00	3.00	7.00	29.00	9.00	3.00	5.00	2.00	2.00	1.00	12.00	14.00	8.00	19.00	3.00	4.00	1.00	5.00	5.00	10.00	3.00	16.00	3.00	5.00	2.00	6.00	7.00	2.00	3.00	5.00	2.00	20.00	4.00	4.00	2.00	5.00	7.00	3.00	4.00	2.00	3.00	3.00	4.00	5.00	4.00	3.00	8.00	2.00	2.00	32.00
0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	2.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	1.00	0.00	0.00	1.00	0.00	1.00	0.00	2.00	0.00	1.00	0.00	0.00	1.00	0.00	1.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	3.00	0.00	2.00	2.00	1.00	0.00	1.00	0.00	2.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	2.00	0.00	0.00	0.00	1.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	3.00	4.00	2.00	0.00	2.00	8.00	4.00	22.00	6.00	8.00	17.00	6.00	11.00	18.00	8.00	5.00	10.00	11.00	9.00	3.00	9.00	2.00	3.00	2.00	5.00	5.00	4.00	12.00	40.00	99.00	68.00	82.00	61.00	36.00	101.00	123.00	121.00	73.00	156.00	22.00	53.00	13.00	29.00	16.00	21.00	10.00	14.00	7.00	9.00	6.00	17.00	8.00	25.00	6.00	7.00	3.00	23.00	6.00	8.00	9.00	15.00	22.00	2.00	29.00	16.00	6.00	4.00	9.00	5.00	10.00	14.00	8.00	7.00	15.00	7.00	8.00	5.00	4.00	4.00	4.00	6.00	7.00	3.00	4.00	9.00	5.00	7.00	2.00	5.00	10.00	7.00	24.00	5.00	22.00	5.00	6.00	10.00	7.00	7.00	6.00	3.00	18.00	1.00	6.00	3.00	3.00	1.00	10.00	6.00	2.00	3.00	1.00	2.00	3.00	4.00	10.00	5.00	98.00	3.00	1.00	13.00	9.00	4.00	12.00	1.00	0.00	10.00	10.00	6.00	0.00	2.00	12.00	5.00	2.00	9.00	5.00	12.00	3.00	7.00	1.00	3.00	3.00	9.00	1.00	6.00
0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	1.00	0.00	2.00	0.00	0.00	1.00	0.00	1.00	3.00	0.00	1.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	2.00	1.00	0.00	0.00	1.00	1.00	0.00	0.00	1.00	1.00	0.00	1.00	0.00	1.00	0.00	2.00	1.00	2.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	3.00	0.00	3.00	9.00	2.00	6.00	4.00	3.00	2.00	1.00	2.00	55.00	2.00	2.00	2.00	1.00	3.00	0.00	1.00	2.00	0.00	3.00	0.00	4.00	1.00	1.00	4.00	6.00	5.00	2.00	10.00	8.00	8.00	5.00	6.00	8.00	17.00	10.00	5.00	31.00	44.00	62.00	151.00	64.00	113.00	167.00	321.00	37.00	215.00	16.00	72.00	18.00	31.00	20.00	15.00	38.00	11.00	39.00	11.00	9.00	8.00	5.00	11.00	2.00	44.00	9.00	24.00	11.00	20.00	5.00	28.00	5.00	13.00	8.00	7.00	17.00	6.00	16.00	6.00	12.00	7.00	5.00	13.00	23.00	3.00	3.00	12.00	4.00	4.00	9.00	1.00	5.00	6.00	8.00	7.00	11.00	6.00	11.00	11.00	10.00	13.00	6.00	5.00	4.00	7.00	4.00	5.00	7.00	5.00	4.00	5.00	12.00	1.00	15.00	4.00	3.00	5.00	7.00	8.00	4.00	3.00	2.00	3.00	8.00	1.00	5.00	2.00	8.00	1.00	4.00	1.00	0.00	1.00	4.00	1.00	7.00	2.00	12.00	2.00	1.00	4.00	1.00	10.00	5.00	1.00	3.00	3.00	0.00	0.00	3.00	9.00	5.00	0.00
51.00	18.00	29.00	16.00	15.00	14.00	17.00	13.00	17.00	15.00	11.00	24.00	41.00	8.00	20.00	6.00	22.00	13.00	12.00	12.00	12.00	29.00	5.00	21.00	13.00	11.00	6.00	13.00	7.00	12.00	12.00	15.00	6.00	8.00	19.00	8.00	13.00	11.00	25.00	12.00	7.00	10.00	28.00	12.00	5.00	13.00	8.00	11.00	10.00	7.00	10.00	11.00	48.00	4.00	8.00	11.00	12.00	11.00	6.00	4.00	4.00	15.00	7.00	3.00	8.00	4.00	10.00	8.00	11.00	1.00	7.00	6.00	3.00	1.00	4.00	4.00	7.00	4.00	5.00	10.00	6.00	11.00	16.00	19.00	6.00	17.00	7.00	16.00	7.00	9.00	5.00	14.00	5.00	6.00	3.00	11.00	7.00	5.00	2.00	2.00	6.00	1.00	3.00	3.00	5.00	2.00	11.00	6.00	13.00	6.00	5.00	8.00	6.00	7.00	48.00	7.00	17.00	5.00	6.00	7.00	6.00	8.00	11.00	2.00	10.00	2.00	4.00	6.00	2.00	4.00	5.00	5.00	4.00	16.00	5.00	12.00	162.00	25.00	62.00	35.00	45.00	61.00	90.00	53.00	47.00	12.00	10.00	42.00	3.00	9.00	18.00	13.00	10.00	13.00	7.00	31.00	19.00	3.00	8.00	8.00	5.00	9.00	14.00	5.00	16.00	3.00	3.00	8.00	1.00	17.00	6.00	9.00	2.00	5.00	4.00	5.00	8.00	4.00	19.00	4.00	3.00	7.00	2.00	2.00	3.00	4.00	5.00	2.00	0.00	9.00	4.00	5.00	0.00	6.00	7.00	6.00	1.00	1.00	7.00	5.00	24.00	3.00	2.00	2.00	1.00	5.00	1.00	2.00	5.00	5.00	1.00	7.00	3.00	1.00	0.00	11.00	1.00	3.00	1.00	1.00	2.00	0.00	3.00	2.00	5.00	3.00	1.00	0.00	0.00	0.00	1.00	1.00	2.00	0.00	1.00	1.00	0.00	0.00	4.00	3.00	1.00	2.00	0.00	3.00	0.00	3.00	0.00	3.00	1.00	1.00
0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.00	0.00	1.00	0.00	2.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00	5.00	4.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	1.00	3.00	2.00	0.00	1.00	1.00	1.00	1.00	2.00	0.00	0.00	0.00	0.00	4.00	7.00	0.00	0.00	3.00	3.00	1.00	4.00	3.00	1.00	0.00	1.00	3.00	2.00	3.00	2.00	1.00	1.00	1.00	3.00	2.00	7.00	1.00	1.00	4.00	3.00	2.00	2.00	3.00	1.00	1.00	3.00	4.00	2.00	1.00	0.00	5.00	4.00	3.00	1.00	2.00	1.00	3.00	7.00	2.00	3.00	6.00	6.00	14.00	3.00	5.00	7.00	8.00	9.00	6.00	8.00	5.00	12.00	5.00	4.00	5.00	7.00	18.00	10.00	17.00	8.00	21.00	13.00	8.00	7.00	4.00	17.00	32.00	21.00	25.00	26.00	27.00	37.00	39.00	91.00	40.00	108.00	121.00	77.00	79.00	203.00	242.00	81.00	141.00	136.00	135.00	173.00	152.00	158.00	71.00	128.00	89.00	96.00	93.00	82.00	184.00	174.00	169.00	146.00	223.00	267.00	246.00	170.00	127.00	224.00	201.00	165.00	119.00	119.00	81.00	71.00	56.00	58.00	65.00	25.00	23.00	34.00	39.00	63.00	40.00	54.00	104.00	24.00	51.00	61.00	140.00	28.00	50.00	63.00	55.00	31.00	43.00	50.00	20.00	38.00	21.00	17.00	42.00	29.00	27.00	38.00	52.00	24.00	41.00	58.00	19.00	82.00	29.00	71.00	15.00	34.00	35.00	13.00	34.00	35.00	21.00	41.00	23.00	48.00	27.00	22.00	19.00	66.00	30.00	21.00	22.00	20.00	43.00	25.00	33.00	41.00	19.00	14.00	28.00	39.00	10.00	27.00	28.00	42.00	24.00	11.00	27.00	17.00	26.00	25.00	6.00	24.00
